1,"Okay, now the dog is bugging out. He must be bored as hell cuz now he's playing fetch wit a shitty diaper. LMAO What happened to the stick?!",now the dog is bugging out. He must be bored as hell cuz now he's playing fetch wit a shitty diaper.
0,"Had Greek food today, it was great",
0,is watching her husband zoom pass the window on a small pink quad bike,
0,Actually getting engineering..,
1,hey i got accepted into edinboro...it is awwssoommee!!!! im excited,hey i got accepted into edinboro
1,"is excited to get away for the weekend with ANONYMIZED_NAME, ANONYMIZED_NAME ANONYMIZED_NAME, ANONYMIZED_NAME, and ANONYMIZED_NAME ANONYMIZED_NAME.","get away for the weekend with ANONYMIZED_NAME, ANONYMIZED_NAME ANONYMIZED_NAME, ANONYMIZED_NAME, and ANONYMIZED_NAME ANONYMIZED_NAME."
1,is annoyed at her stupid neighbors for practicing piano @ 10 o'clock!!! go 2 sleep u freaks!,her stupid neighbors for practicing piano @ 10 o'clock!!!
1,My band just put up some demos of some of our songs so im really exited. The ony thing is its just guitar cuz i have like 20 hours of school and 50 hours of hw and now i get to go to work yay!,My band just put up some demos of some of our songs
0,that damn sad cows won't go away!!!,
0,Non-dairy creamer is flammable.,
1,Game at 3 a clock tommorow have to be there at 830 because of brothers game :[,Game at 3 a clock tommorow have to be there at 830 because of brothers game
0,is starting to get obsessed with heavy metal concerts.,
0,had a blast at ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME!,
1,Has decided that her new friend has it out for her. I think she wants to kill me!!,Has decided that her new friend has it out for her
1,well yay stupid at&t broke my internet =/,stupid at&t broke my internet
1,knows I've done well when I terrify people on my husband's page.....I will sleep well tonight :),knows I've done well when I terrify people on my husband's page.....
1,is thankful for all the birthday love. 30 has been pretty good to me. I had agreat b-day!,for all the birthday love. 30 has been pretty good to me
1,"Well, today was a pretty crappy day at school. But then I shared some laughs with my best friend. :D",today was a pretty crappy day at school. But then I shared some laughs with my best friend.
0,wondering which of the 4 movies I hire to watch first\n1. The New Daughter (Thriller) - Kevin Costner\n2. Crazy Heart (Drama) - Jeff Bridges & Maggie Gyllenhaal\n3. The Bounty Hunter (Action) - Jennifer Aniston & Gerard Butler\n4. Cirque Du Freak: The Vamipire's Assistant (Family) - Willem Dafoe & Salma Hayek,
0,done with everyones games!!!!!!!!,
1,i feel invisibe. ugh fml!,i feel invisibe
0,had an usual day and night with ANONYMIZED_NAME,
0,I had a great day with ANONYMIZED_NAME and family today!,
0,ANONYMIZED_NAME on a bike... when will this cold go away?!?!,
0,is addicted to Dragon Age.,
0,"on 2nd july,2009...gayism was legalised by HC...was it intended 2 b ma b'day present frm HC...gosh..it took me sooo long 2 realize dis..:P",
1,"OMG, I was just singing along to Taylor Swift. What is WRONG with me?!?!",I was just singing along to Taylor Swift.
0,College Night is Tonight @ ANONYMIZED_NAME!! $1 kamikazes and $2 well!! Plus live performances from ANONYMIZED_NAME!! Let's get crazy!!,
0,Experience is simply the name we give our mistakes.,
0,wishes she was going to North Carolina with her gorgeous sisters ANONYMIZED_NAME ANONYMIZED_NAME and ANONYMIZED_NAME ANONYMIZED_NAME.,
0,Tengen Toppa Gurren Lagann... it will make any day better,
1,"ANONYMIZED_NAME ANONYMIZED_NAME of ANONYMIZED_NAME radio here in Austin took time out of his busy schedule to try and help me find a donor using facebook and the radio. I think thats bad ass. Thanks so much, Dale.",ANONYMIZED_NAME ANONYMIZED_NAME of ANONYMIZED_NAME radio here in Austin took time out of his busy schedule to try and help me find a donor using facebook and the radio.
0,So that was fun.....,
0,"It is for the best consideration of that child. If the couple were seperated, then he/she would be saddened that the father/mother might not be around as much as they are needed. This is bad for the child. Most of the times when miscarriages are reported, the couples are not married. Again this isn't bad, but God has a purpose for you in life, and that could be His way of telling you to reconsider your choices.",
0,"haha, im so sure this is gunna be a great year! gunna have FUNN!!!!",
0,I hate getting the stomach flu i would rather have a severe cold for a week,
0,thank you,
0,"Thanks everyone for the comments and i had a great day today, even though i had to go to work lol",
0,hates the Lakers. Hates.,
0,"Tupac might be gone bah he will always be alive in me and everyone out der who has feelins fa G! I rest my case,and say that he was and still remains a true soldier up der in da ghetto heaven",
1,the boring life is back :( ...,the boring life is back
1,ok this is big for mi. its been one week since i smoked a cig. im so happy for myself. plus i walked 2 miles today . gotta walk 2 more tonite,its been one week since i smoked a cig
0,"Okey dokey, time to scan this newspaper of mine...",
0,sometimes people put up walls,
0,Happy thanksgiving to all my fb friends and family !,
0,"Was doing course evaluations for MedSoc and came up the question Instructor maintained positive environment in class"" - very nice timing for the video""",
1,"Nevr criticize ur bf's faults,rembr it may hv been these litle imperfections dat stoped him frm geting a beter gf....",it may hv been these litle imperfections dat stoped him frm geting a beter gf
0,Just wanna curl up in a ball to sleep and hope when I wake up ill magically feel a hundred percent,
1,flying back to bangkok for a shoot...,for a shoot
0,:) haha thank youss,
1,"ANONYMIZED_NAME's broke her leg,oops she won't want to do that again!!!!!!!!!!",ANONYMIZED_NAME's broke her leg
1,does anyone know the secret to happiness and peace? because i sure as hell dont.,because i sure as hell dont.
1,what a beautiful tuesday morning...y duty...weeee :D,what a beautiful tuesday morning...y duty
0,Varsity Athlete,
0,people on my wall if you read this please name your favourite tractor,
0,bed time nite world,
0,hey ... mga mai farmville jan add neo ko neighbor.. gift ko nrin.. thnkx el.xthufida,
1,JUST GOT LAID OFF AND NEED TO FIND SOME WORK; WHAT A NEW YEAR,JUST GOT LAID OFF AND NEED TO FIND SOME WORK
0,"If you dont like the new FB, here is how you can change it back to the old. Look to the top left menu and click on MORE. Then drag STATUS UPDATES to the top. After dragging to top, click on it. That becomes your default and it is like before. Pass it on",
0,"Thanx everyone, rite now i'm with ANONYMIZED_NAME ANONYMIZED_NAME, ANONYMIZED_NAME, and ANONYMIZED_NAME",
0,Thanks for all the happy birthdays!!!!!!!!! :),
1,"Is there some kind of tutorial for Facebook? If so, will someone please send it to my Grandma? She needs a little extra help. (Just kidding, g-ma-Chris and I will keep helping you.)",She needs a little extra help.
0,"ever learn something you really wish you didnt, nvm",
0,.You think the only people who are people are the people who look and think like you.,
1,SICK AGAIN !!!! HATE IT !!!!!,SICK AGAIN
0,thanks for all the birthday wishes yall!!...... srry im alil late on the thank u's!,
0,Bmx starts next week.,
0,Its finally FRIDAY!!!!!!!,
1,I DID NOT WANT SNOW AS A BIRTHDAY GIFT TODAY...... I WANTED A PONY......,I WANTED A PONY
0,what kind of bees make milk...,
0,homework SUX!!!! WHY DO TEACHERS TOURCHER US THIS WAY?!?!?!?!?!?!,
0,Through god all things are possible........ yet our greatest treasure....... most turn away....... they turn away gods love....... i say that we have a purpose and that through god we can accomplish it........... dont turn away from the savior........ he will make like good....... peaceful......... as the world hated him they will hate us as christains.......... i speak for my self that when he calls my name,
1,I NEED A JOB!!!! anyone know of anything?,I NEED A JOB
1,Zzz... SOOOOOO tired... Having 3 camps in 1 week... I think no need to workout liao...,Having 3 camps in 1 week
1,i really need a house cleaner this is a disaster!!!!!!!!!,this is a disaster
1,falling asleep to my country music <3 good night!,falling asleep to my country music
1,All night with ANONYMIZED_NAME and ANONYMIZED_NAME at ANONYMIZED_NAME's to see Combichrist. FUCK I LOVED THE SHOW. Absolutely need to pass out; long work week + six hour concert = TIRED AS SHIT,long work week + six hour concert = TIRED AS SHIT
1,manu sailing smoothly :),manu sailing smoothly
0,"hot, scared, nd a lil sweaty. all in all it was a good day.",
1,"Saturday-work, mani and pedi, long bike ride with ANONYMIZED_NAME-ANONYMIZED_NAME-ANONYMIZED_NAME-ANONYMIZED_NAME-ANONYMIZED_NAME, b-day pary at ANONYMIZED_TIME, b-day party at ANONYMIZED_TIME. So much fun. Sunday-Laundry,cleaning,Colts game, and bike ride. What a fun and busy weekend.","Saturday-work, mani and pedi, long bike ride with ANONYMIZED_NAME-ANONYMIZED_NAME-ANONYMIZED_NAME-ANONYMIZED_NAME-ANONYMIZED_NAME, b-day pary at ANONYMIZED_TIME, b-day party at ANONYMIZED_TIME. So much fun. Sunday-Laundry,cleaning,Colts game, and bike ride."
1,"I'm stronger because of my hard times, wiser because of my mistakes, happier because of my sad experiences, and smarter because of my moments of confusion",because of my hard times
0,i'm happy and sad at the same time... di kaya nababaliw na ko? ^^,
1,don't you hate it when you want nothing to do with someone and they just keep coming back no matter what you do? It drives me crazy!! Will they ever get the hint.,when you want nothing to do with someone and they just keep coming back no matter what you do
1,hi everyone i have nothing to say so i will say hi everyone,i have nothing to say
0,is wondering if I will ever get a job.....seriously.,
1,"I've got a soul that cannot sleep"" ! :D""",I've got a soul that cannot sleep
1,Tired of ANONYMIZED_NAME ANONYMIZED_NAME saying I look like a asian lol :'D,Tired of ANONYMIZED_NAME ANONYMIZED_NAME saying I look like a asian lol
0,"just got home, had a fun time running today",
0,"Success without a positive attitude is called Luck, but Success with positive attitude is called Achievement \nAll we need is positive attitude.",
0,"If you died today, who would be taking care of the arrangements and would he or she be paying for it...that is what is on my mind. Due to my new profession, I am currently welcoming any and all death jokes (okay, maybe not all, I would rather not have my",
0,is bored and many going to start her science project,
0,"had a great time at the wedding! Yankees up 2-0, big game tonight i'm nervous as hell! i wanna spank that damn rally monkey tonight!",
0,can't wait for thanksgiving and also to see what my daughter thinks of all the lights and decorations of christmas!! she will also be 7 months old!!,
0,I am drunk lmao XD and Happy almost st Paddy's day in Cali... like 12 minutes till then :P,
0,"... chocolate peanutbutter ice cream, yes please!! ...",
1,Man it been a long time since i posted sum n on hear but im to happy i got two mo weeks before i welcum my baby gurl n to dis world im ready n spongebob voice lol,i got two mo weeks before i welcum my baby gurl n to dis world
0,We begin from the recognition that all beings cherish happiness and do not want suffering. It then becomes both morally wrong and pragmatically unwise to pursue only one's own happiness oblivious to the feelings and aspirations of all others who surround us as members of the same human family. The wiser course is to think of others when pursuing our own happiness.,
0,yeah:) i totally did. tired of being lonely... so very tired,
0,being cooked in this heat,
0,im finally here. after 5 long days,
0,"Wow, I haven't been on here for a while. Thank you everyone for the Happy B-Day congrates"". ^-^""",
0,I love this music video!!! ANONYMIZED_URL,
1,"No work today, Lucky me :)",No work today
0,Who Knows Me the best?\nName:___________ Age:________Birthday:___________Eye color:_________\nNickname:___________ Favorite color:___________ Favorite Drink:________\nMy best friend:________Post this to your wall and see who all comments\nand who knows you best,
0,Going to play football in a little bit!,
0,Bama going to kick some ass,
1,today is the 12th anniversary of ANONYMIZED_NAME proposing to me on the beach near san diego... :o) So happy he asked!! <3,today is the 12th anniversary of ANONYMIZED_NAME proposing to me on the beach near san diego
1,"You make my heart skip beats, you make me nervous before I see you, you make me feel so alive when I'm with you, I still get butterflies when we kiss and I love it all. I love you Lucas =)","You make my heart skip beats, you make me nervous before I see you, you make me feel so alive when I'm with you, I still get butterflies when we kiss"
1,"Day 4 menu: Sausage , egg and CHEESE biscuit, lunch: bacon and CHEESE burger, snack: Hashbrowns with CHEESE.........Day 5 idk! I'm starting to get the bubble guts.....my stomach is doing strange stuff.....lol","Day 4 menu: Sausage , egg and CHEESE biscuit, lunch: bacon and CHEESE burger, snack: Hashbrowns with CHEESE.........Day 5 idk!"
1,Just saw this chinese dude get off the metro with chinese food in his hand...and was about to go make a delivery LMAO....he was all in a hurry dwl,Just saw this chinese dude get off the metro with chinese food in his hand...and was about to go make a delivery
0,"loving myself is simple, but letting someone else love u is so hard.",
0,"1 final down, 1 to go!",
0,"back at home, and back to reality....",
0,there is a fine thin line between wrong and right.,
0,has anyone taken the history finals?,
0,Happy Thanksgiving,
1,alexx westerman u have issuse lmao,alexx westerman u have issuse
0,Al la Bama girls where undeniable dazy dukes bikini on top sunkist skin so hot we will melt your popsicle. Nothing comes close to the G-U-L-F coast ( lol this is my version of katy perrys song),
0,this is how you remind me,
0,down in MD in my sis.. with a big cockatoo on my hand.. while typing.. had a great day with our cousin.. wish I never had to go back to work.. dreams.. dreams.. oh and we got ANONYMIZED_NAME.. yippe!,
0,drama...drama...and more drama....I am done!,
1,"Ughhh, I wish I could stop coughing already! Being sick is horrribllleee. About to watch some television with ANONYMIZED_NAME then falll asleeepp. :) <3",Being sick is horrribllleee
0,Ind Vs Srilanka - A Thrilling match in progress....India need 65 ..5 wickets in hand..,
0,"In the land of the blinds, One eye man is a king.",
1,had my gps for less than a day and I already broke it. Good thing Garmin is nice and going to send me a brand new one.,had my gps for less than a day and I already broke it.
0,Do you ever feel like you have a lot of people in your life but very few who understand you?,
1,had forgotten how much fun the kids are - especially in PE! I am exhausted!!,had forgotten how much fun the kids are - especially in PE!
1,i laugh again why the fuck was i upset in the first place i wasnt even shocked wow im so over that :) i am very happy today it was just ordinary day again,i wasnt even shocked wow im so over that
0,Today has to be the most boring day of this entire summer hands down. :/,
0,I'm so having the case of the Mondays. 5 am is toooo f'in early.,
0,"red,black or hot pink ? xox",
0,Time to go shovel the snow.,
1,"It's 4am, I'm been up for more than 24hrs and I still can't sleep :( Insomnia sucks.","It's 4am, I'm been up for more than 24hrs and I still can't sleep"
0,Wow the AFC SUCKS PROBOWL SUCKS THIS YEAR,
1,Relationships are like glass. Sometimes it is better to leave them broken than try to hurt yourself putting it back together......:),Relationships are like glass
1,It's all gone!\n:-{,It's all gone!
1,uhhh! this homework! its killing me.,this homework! its killing me.
0,Thanks so much for the birthday wishes everyone!!,
0,"I am perfectly imperfect, beautiful in my flaws, sure of my insecurities, absolute chaos..a beautiful disaster",
0,of course not! youre brain washed!,
1,school is so boring is it to early to want it to be spring break,school is so boring
0,"Miss ANONYMIZED_NAME (as I hand out the new spelling lists): Don't lose your spelling lists because there are no more copies of these bad boys."" Class (whispers and head bobbing): ""Bad boys",
1,I'd very much like some peach pie or peach cheesecake right now. Somebody make this happen plz.,I'd very much like some peach pie or peach cheesecake right now.
0,I really wanted chicken and brown beans.,
1,Common tests are 0000vvverrrrrrrr :DDDDDDD,Common tests are 0000vvverrrrrrrr
1,Almost feeling better!! damit hurry up already with this cold!!! so I can drink this weekend!!,so I can drink this weekend
0,Examining oral cavity anatomy tomorrow (only after cutting a head in half). Bring it on!,
0,thinking about going blonde.. hmm needs a bloody job,
0,Eating with the famz...,
0,Thanks for all the birthday wishes. It was a great one.,
0,Gonna clean out my car today... maybe they will take it as a trade in later this week.. maybe not,
0,"in brawl the two excuses my brother uses after he loses is im not even trying"" and ""you got lucky"".""",
0,3hrs 2 go n then im 14,
0,think am falling in love with Mauritius ...and its cultural diversity..,
1,Thanks for all my birthday messages. Im pretty bummed out that I'm closer to 30 than I am 20. I shall try to rid myself of that thought by drinking my body weight in frozen margeritas.....and thats a lot of margaritas!,Thanks for all my birthday messages.
0,is looking forward to great weather & some waves for wednesday,
0,"when you got nothin', you got nothin' to lose.",
1,why do ppl continue to complain about situations that they created themselves...u chose to be with this man/woman and u chose to have children so deal with the consequences,u chose to be with this man/woman and u chose to have children
0,Checking my salad for messages,
1,SOUTHERN HOSPITALITY! AIN'T NOTHING LIKE IT! EXCEPT NO SUBSTITUTES! LIVE AND LOVE IT!,AIN'T NOTHING LIKE IT
1,is doing great.... lol. If I had learned this stuff when I was supposed to I guess I wouldn't have to cram right now. Oh well. There's always next year... or grade 12.,If I had learned this stuff when I was supposed to I guess I wouldn't have to cram right now.
0,"hey guys, just got bak on my first day of skiin",
0,would love to go back to bed.,
1,"i'm gonna stick through all my plans for now on, nothing and no body is gonna keep me away from thats!!",nothing and no body is gonna keep me away from thats!!
1,just got my phone set up 4 facebook yay!\\n\\n,just got my phone set up 4 facebook
1,"Huge news guys!!! Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!! Help!!!",Huge news guys!!! Unfreakinbelievable....I am having twins!!!
0,Happy 4Th of July! See you girls tomorrow!xo,
0,Is in a slipknot mood >:o,
1,"Watched the new harry potter movie tonight. It was pretty cool, now i'm just waiting on the next one :(\n\nGood news is the previews showed some really awesome movies coming up. Got The Green Latern, the Green Hornet, and Tron all look friggin awesome.",now i'm just waiting on the next one
1,just spent her day at the beach (:,just spent her day at the beach
1,The furnace is on the blink . . . hoorayÇ¢_  Maybe I can get ANONYMIZED_NAME and ANONYMIZED_NAME furnace maintenance for Christmas.,The furnace is on the blink
0,Did you know that you can make scrambled egg in the microwave? Bachelor tip #77.,
0,"hidup spanyol, juara world cup 2010",
0,What do you know? The first post I see on MLIA is about Harry Potter. MLIA.,
0,... I'll chase you thru the house and all thru the yard,
0,"If the answer lies within, then why is there confusion? Are we blinded, deaf, or just ignorant to the inner voice?",
0,Thank you all who wished me a Happy Birthday..Definatly had a good one to jump start the year just right! Hope everyone had a Bangin' New Year and God bless all,
1,"I have really found it difficult sometimes to be the person that GOD wants me to become. Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them. Always remember that when dealing with GOD, OBEDIENCE IS BETTER THAN SACRIFICE!!!""""",Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them
1,The wind of evolution is blowing hard.Man must adapt to the inevitable change and adjust his unnecessary desires,The wind of evolution is blowing hard
1,"you played me till i left, now theirs nobody left to hear your complaining-- im gone. and all your hearing is your own damn echoes, and im gone and your all alone hearin your own damn echoes. disgusted with trust, ill trust no one no more. just went with the flo, found myself on the floor.",im gone
1,Mother Earth.. in the Black Symphony album is epic... and x.x German tutorial then food festival? blech.. *dies inside*,German tutorial then food festival
0,I offically hate my brother.........Spartacus Blood and Sand. Incrediable,
1,got my learners permit thursday. ha i forgot to post it then x] its totally sweet. i cant wait until my mom puts me on her insurence so i can drive all around ANONYMIZED_LOCATION!,its totally sweet. i cant wait until my mom puts me on her insurence so i can drive all around ANONYMIZED_LOCATION!
0,LIFE HAS NEVER BEEN BETTER!!!!!!!,
0,lost his damn phone ...,
1,"Its easy 2 obtain it all, but y its so hard 2 maintain it all,,,,,smh","Its easy 2 obtain it all, but y its so hard 2 maintain it all"
0,jlweagfnakwelak4hyjihj3035iy2ow4hj3jyhu2jy2jioagkdavbnjhn hq Why is everyone so obsessed with how much wood a woodchuck could chuck?[/color],
0,"ITS HIGH TIME I ADDED PPL I WANT TO ,TO MY FRIEND LIST.",
0,Alright long day at school!! Now its time to run jum hurdle and climb!! Goddamn I love Parkour!!,
1,just found out the worst news ever so whatever,just found out the worst news ever
1,"Glad to see everyone is finding their families"".""",see everyone is finding their families
0,Love is gigantic and unspoken.LOVE IS BLIND BUT WE ARE NOT BLIND,
0,"i'm a supergirl, and supergirls don't cry...or do they? or am i not a supergirl at all??",
0,Interesting glee this evening!,
1,"TO ALL MY FAM & FRIENDS,THANK YOU FOR ALL MY BIRTHDAY SHOUT OUTS!!!! LUV YA!!!!!",FOR ALL MY BIRTHDAY SHOUT OUTS
0,And the band played Waltzing Matilda...,
0,"The truth isn't flashy. Flashy words aren't true. Educated people aren't always smart. Smart people don't always have an education. Good people don't argue. People who argue aren't good""----- Tao Te Ching ( Ron's translation 2002)""",
0,"want to run, run but don't know from where nor to where ,, just run ... ANONYMIZED_NAME ANONYMIZED_NAME",
1,Help!! I'm trapped in the conference call that will never end! Rounding hour 3.,I'm trapped in the conference call that will never end!
1,About to go to a movie wit ANONYMIZED_NAME lol,About to go to a movie wit ANONYMIZED_NAME
0,the third crossroad must be the most difficult.... hold on to the memories or let go to start anew?,
1,"I'm having a bad I miss ANONYMIZED_NAME day"". For no reason...nothing triggered it...kids aren't driving me too crazy. I just miss his laugh",I just miss his laugh
1,good bye grandma.. i hope u reach a better place.. we love u.. :'(,good bye grandma.. i hope u reach a better place.. we love u.
0,i want to thank all my wonderful friends and family for my birthday wishes. Yall are the BEST!!!!!,
0,Nothing!!!,
1,"Grr, school starts on monday... I'm definitely not looking forward to that.",school starts on monday... I'm definitely not looking forward to that
1,I want 2 thank everyone 4 wishingme a happy bday...luv u guys,everyone 4 wishingme a happy bday
0,"A true friend\ndoesn't care if you're\nbroke, when your house is\na mess, about your past, or\nif your family is filled with\ncrazies...They love you for\nwho you are. A true friend\ncan go long periods of time\nwithout speaking to you\nand never question the friendship.",
0,I'm willing to admit that I may not always be right,
0,in need of insects cant bye any yeat,
1,"If God's the game that you're playing\nWell, we must get more acquainted\nBecause it has to be so lonely... to be the only one who's holy",Because it has to be so lonely... to be the only one who's holy
0,they said it would't be easy... but no one told me it would be this hard...,
1,"For the past two days the door to my shop has been frozen closed. Got that unstuck. Tho I have lots to do for the upcoming show, I'm not looking forward to working in this freezing frikin cold!!",this freezing frikin cold!!
1,Really looking forward to the Children's Music Compition in ANONYMIZED_NAEM on the ANONYMIZED_NUMBERth. So excited. The kids have been working so hard and doing such a great job. Their preformance is going to be exstreme. Wait and see.,Really looking forward to the Children's Music Compition in ANONYMIZED_NAEM on the ANONYMIZED_NUMBERth.
0,How is everybody today?,
1,"PEACE I can picture in my minds eye a world without conflict, a world without war. Then I can picture us attacking it, because they would never expect it! \\^/",because they would never expect it!
0,Definitely absolutely doubting the certainty\n.,
0,Interesting video for a man with butter fingers.,
0,Many blessings to you all on this HOT Monday!,
0,nursery practice whoot.,
1,Just need to get out of my own way and put myself out there... Easier said than done:/,Just need to get out of my own way and put myself out there... Easier said than done
1,Cmon Arsenal!! It's now or never..show them wat we are made off...,It's now or never
1,i hate the way she smile. so plastic! so stupid and yet so pathetic. CHAR!,so plastic! so stupid and yet so pathetic.
0,Dare to take chances.;),
1,ah its nice to be back in Sheptown--back to the grind tomorrow. also if you haven't seen Sherlock Holmes do it NOW it was AWESOME!!!!,it was AWESOME
0,Thank you,
1,This day could not possibly get any worse! :/,This day could not possibly get any worse!
1,"10:26, man, iv been up a toltal of 31 hours, im way high an way tierd, talk to meh, he... ANONYMIZED_URL",iv been up a toltal of 31 hours
0,Real Pirate Wenches suck c0ck like it's gunna cum rum!,
0,cuddling with lukas in my bed hes so fluffly!!! but only if.....,
0,LOVE IS LIFE,
1,Well no final decision til the 26th....=( judge got pissed off and told us hed had enough....,no final decision til the 26th..
1,Going to the ANONYMIZED_NAME tomorrow! Yeah!,Going to the ANONYMIZED_NAME tomorrow!
0,back to the way things are suppose to be,
0,well orlando couldnt come through but its all good tomorrow starts a new fun filled week of work,
1,phone blowed up today need phone numbers please,phone blowed up today
1,i am so excited to see Grown Up's the latest Adam Sandler flick out on dvd tomorow!,see Grown Up's the latest Adam Sandler flick out on dvd tomorow
0,Can't find wat I'm lookin for,
0,want my hair to grow faster!,
0,Hey yall. I'm going to tennis camp tommorow.,
1,less than a month to go.....yahoo!!!,less than a month to go
0,definatly go see Inception if ya havent,
1,"sitting next to her,watching her smile,talk,laugh,kiss,hug makes me feels stronger and warmth. is as if half my life belongs to her. finally,we meet again.. after so long you've been missing from my view.. im ready to take to the next level.. it may take lots of consequences but for the sake of love and trying,i will try. you are my drug, and my only personal brand of heroin.",for the sake of love and trying
0,whaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa nakkaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaainisssssssssssssssssssssssss inisssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss tagal ng patch ng GRAND CHASEQQ!!!!!!!!!!!!!!,
0,I adpoted a solider and james asked what is the program and mom told him its where we move him into your room! lets just say james didnt like that idea...,
0,"Netflix movies that arrived today: Fool's Gold"" and ""Definitely",
